Nome,Preço,Preço m/2,Distrito,Concelho,Freguesia,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",195 000 ,1 477 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",202 500 ,1 534 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1 Venda em Real, Dume e Semelhe,Braga",125 000 ,1 667 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",180 000 ,1 957 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,92 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",197 500 ,1 496 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",190 000 ,1 439 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",175 000 ,1 591 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",160 000 ,1 524 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",175 000 ,1 591 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",192 500 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",180 000 ,1 500 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1 Venda em Real, Dume e Semelhe,Braga",110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",192 500 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",180 000 ,1 500 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1 Venda em Real, Dume e Semelhe,Braga",110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Real, Dume e Semelhe,Braga",290 000 ,1 436 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,202 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno em Amares,60 000 ,100 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCADO - S. LÁZARO,8 000 ,80 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",180 000 ,1 500 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",165 000 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",182 000 ,1 379 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Real, Dume e Semelhe,Braga",280 000 ,1 538 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,182 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T4 Venda em Real, Dume e Semelhe,Braga",275 000 ,1 511 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,182 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",190 000 ,1 439 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",177 500 ,1 479 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",182 500 ,1 383 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",172 500 ,1 438 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",180 000 ,1 364 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,132 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",240 000 ,1 538 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,156 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",160 000 ,1 524 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Venda em Real, Dume e Semelhe,Braga",155 000 ,1 476 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prédio no centro de Braga para reconstrução,1 595 000 ,1 546 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,1 032 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de terreno para moradia geminada,57 000 ,78 ,Braga (distrito),Braga,Adaúfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escritório com lugar de garagem no centro da cidade para venda,40 000 ,1 333 ,Braga (distrito),Braga,São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para moradia de gaveto em Dume,45 000 ,150 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotes  Para Moradias Individuais em Tadim,60 000 ,81 ,Braga (distrito),Braga,Tadim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno para construção de Moradia Individual térrea, em Adaúfe.",76 000 ,106 ,Braga (distrito),Braga,Adaúfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda de Terreno para construção, Laúndos, Póvoa de Varzim",108 000 ,134 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurante para trespasse em Braga,59 000 ,536 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Café  Venda em Real, Dume e Semelhe,Braga",80 000 ,870 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,92 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pequena quinta c/casa em ruinas a 5 min. do centro da cidade de Braga,145 000 ,24 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Celeirós, Aveleda e Vimieiro,Braga",100 000 ,1 000 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,100 m²,"166,50 m²",,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em estrutura com aprox. 783 m2 de Terreno - Braga,106 000 ,453 ,Braga (distrito),Braga,Espinho,,,234 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 individual em Palmeira,290 000 ,1 074 ,Braga (distrito),Braga,Palmeira,,,270 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 NOVO - Real,245 000 ,1 633 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Terreno, Real Braga",300 000 ,588 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda Terreno,47 000 ,212 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Venda em Braga (São José de São Lázaro e São João do So,155 000 ,1 292 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Arentim e Cunha,Braga",15 000 ,7 ,Braga (distrito),Braga,Ruílhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Escudeiros e Penso (Santo Estêvão e São Vicente),Bra",69 500 ,41 ,Braga (distrito),Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Real, Dume e Semelhe,Braga",195 000 ,21 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta  Venda em Palmeira,Braga",,,Braga (distrito),Braga,Palmeira,,,47 500 m²,47 500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",52 500 ,269 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Celeirós, Aveleda e Vimieiro,Braga",55 000 ,108 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Mire de Tibães,Braga",65 000 ,3 ,Braga (distrito),Braga,Mire de Tibães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Este (São Pedro e São Mamede),Braga",78 000 ,126 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno com 1750m2 c/projeto para moradia térrea,65 000 ,37 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se 2 terrenos para construção em Esporões -Braga,65 000 ,43 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para venda,50 000 ,256 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção de moradia geminada,75 000 ,123 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção de moradia geminada,65 000 ,128 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",132 500 ,185 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",140 000 ,126 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",180 000 ,116 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",137 500 ,133 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",137 500 ,116 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",180 000 ,137 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Merelim (São Paio), Panoias e Parada de Tibães,Braga",69 900 ,83 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Adaúfe,Braga",50 000 ,63 ,Braga (distrito),Braga,Adaúfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote p/moradia Banda - Palmeira,76 000 ,197 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
