Nome,Nº Quartos,Nº Casas de Banho,Nº Estacionamentos,Área Útil,Área Terreno,Certificado Energia,Finalidade,Tipo de Imóvel,Estado,Preço de Venda,Distrito,Concelho,Freguesia,Coordenadas,Referência,Infraestruturas,Tipo de modalidade,Zona,Constituição,Sistema de abastecimento de água,Caixilharia das Janelas,Climatização,Domótica,Edifício,Garagem,Vistas,Exposição Solar,Segurança
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,190.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190051,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,179.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190050,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,187.500 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190049,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,2,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,187.500 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190047,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Apartamento 3 quartos,3,2,1,150,,Cert.Energ.: A+,Venda,Apartamento,Construção,185.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",314190045,,,"Acessos: Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Pisos: 6; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos, Térmicos; ",Painel Solar; Ar Condicionado: Completo; ,"Churrasqueira, Estores Eléctricos, Video-Porteiro; Alarme: Pré-Instalação; Aspiração Central: Pré-Instalação; ","Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Equipamento: Video-Porteiro; ","Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Norte, Sul; ",
Lote,,,,160,856,,Venda,Lote,N/D,97.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190061,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,160,906,,Venda,Lote,N/D,99.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190060,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190059,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190058,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104312,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190057,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190056,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190055,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190054,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190053,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; ",,,,,,,,,,
Lote,,,,14,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190052,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190051,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,436,,Venda,Lote,N/D,59.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190050,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190049,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,312,208,,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190048,A Efectuar; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190047,Concluídas; ,"Reservado p/ Urbanização, Residencial; ",Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190046,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190045,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Lote,,,,104,208,,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,"41.5067132993,-8.4897708892",260190044,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Moradia 5 quartos,5,4,2,205,573,Cert.Energ.: F,Venda,Moradia,Usado,400.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285190033,,,"Acessos: Bons; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 4; Nº Pisos: 3; Vão de Telhado / Sotão; ",Companhia; ,,,Churrasqueira; Piscina: Exterior; ,Tipo empreendimento: Habitação; Revestimento Exterior: Pintado; Paredes: Pintadas; Tecto: Estucado; ,"Água, Casa de Banho, Luz; Local: Cave; ",,"Nascente, Norte, Poente, Sul; ",
Moradia em Banda 4 quartos,4,4,4,161,168,Cert.Energ.: C,Venda,Moradia em Banda,Usado,189.000 €,Braga,Braga,"Real, Dume e Semelhe","41.5581653,-8.4448032",260190042,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ","Cave, Nº Frentes: 2; ",Companhia; ,"Aluminio, Vidro Duplo; Estores: Eléctricos; ",Aquecimento Central: Completo; ,"Estores Eléctricos, Gás Canalizado; Alarme: Completo; Aspiração Central: Completo; ",,"Água, Área (m2): 60, Casa de Banho, Eletricidade, Luz, Portão Automático; Local: Cave; ","Campo, Jardins; ","Norte, Sul; ",
Apartamento 4 quartos,4,3,1,143,,Cert.Energ.: C,Venda,Apartamento,Usado,159.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260190040,,,"Acessos: Auto-Estrada, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Padaria, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,"Vidro Duplo; Estores: Alumínio, Eléctricos; ",Aquecimento Central: Completo; ,,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Cerâmica, Granito; Hall de Entrada: Iluminação Aut.; Pavimento: Granito; Paredes: Pintadas; Equipamento: Gás Canalizado, Video-Porteiro; ","Eletricidade, Luz, Portão Automático; Local: Cave; ",Panorâmicas; ,"Nascente, Poente; ",
Moradia em Banda 3 quartos,3,4,4,304,171,,Venda,Moradia em Banda,Construção,269.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190041,,,"Centralidade: Periferia Cidade; Proximidade: Bancos, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 2; Nº Pisos: 3; ,,,,,Tipo empreendimento: Habitação; ,Local: Cave; ,Panorâmicas; ,"Nascente, Poente; ",
Prédio 4 quartos,4,,,110,269,,Venda,Prédio,Usado,175.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190038,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,,,,,,,"Jardins, Panorâmicas; ","Nascente, Poente; ",
Garagem,,,,17,,,Venda,Garagem,Usado,7.000 €,Braga,Braga,Braga (São Vítor),"41.6666667,-8.3166667",285190026,,,,,,,,,,,,,
Moradia Geminada 2 quartos,2,1,,40,,,Venda,Moradia Geminada,Usado,50.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260190036,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 2; Vão de Telhado / Sotão; ,Companhia; ,"Madeira, PVC; Estores: Alumínio; ",,,Tipo empreendimento: Habitação; Isolamento: Acústico; Revestimento Exterior: Granito; Pavimento: Tijoleira; Paredes: Pintadas; Tecto: Estucado; Equipamento: TV Cabo; ,,Campo; ,"Nascente, Poente; ",
Apartamento 2 quartos,2,1,1,70,,Cert.Energ.: D,Venda,Apartamento,Usado,98.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190035,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 1; Nº Pisos: 1; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio, Térmicos; ",Aquecimento Central: Completo; ,Video-Porteiro; ,"Tipo empreendimento: Habitação; Isolamento: Acústico, Térmico; Revestimento Exterior: Litocer; Hall de Entrada: Iluminação Aut.; Pavimento: Pedra Natural; Paredes: Pedra Natural; Tecto: Falso Madeira, Focos; Equipamento: Gás Canalizado; ","Área (m2): 20, Luz; Local: Cave; ",Jardins; ,Nascente; ,
Moradia Geminada 4 quartos,4,3,2,205,70,Cert.Energ.: F,Venda,Moradia Geminada,Usado,75.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260190034,,,"Acessos: Aeroporto, Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Escolas, Farmácia, Ginásio, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 2; ,"Companhia, Poço; ",,,,,Local: Exterior; ,,"Nascente, Poente, Sul; ",
Apartamento 3 quartos,3,2,2,141,,Cert.Energ.: D,Venda,Apartamento,Usado,125.000 €,Braga,Braga,Ferreiros e Gondizalves,"41.5308233,-8.4414286",260190031,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Centros Comerciais, Clínica, Escolas, Farmácia, Jardins, Jardins Infância, Padaria, Supermercado; ",Nº Frentes: 2; Nº Pisos: 4; ,Companhia; ,"PVC, Vidro Duplo; ",Aquecimento Central: Completo; ,,"Tipo empreendimento: Habitação, Lojas; Revestimento Exterior: Cerâmica; ","Área (m2): 30, Portão Automático; Local: Cave; ",Panorâmicas; ,"Nascente, Sul; ",
Loja,,,,115,,,Venda,Loja,Novo,96.600 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190023,,,,"Garagem: Lugar, §Nº Lugares: 1; ",,,,,,,,,
Loja,,,,45,,Cert.Energ.: B-,Venda,Loja,Novo,38.800 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190022,,,,"Garagem: Lugar, §Nº Lugares: 1; ",,,,,,,,,
Loja,,,,78,,Cert.Energ.: C,Venda,Loja,Novo,57.800 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190021,,,,"Garagem: Lugar, §Nº Lugares: 1; ",,,,,,,,,
Loja,,,,72,,,Venda,Loja,Novo,62.700 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260190020,,,,"Garagem: Lugar, §Nº Lugares: 1; ",,,,,,,,,
Quintinha 4 quartos,4,4,5,304,8000,Cert.Energ.: E,Venda,Quintinha,N/D,920.000 €,Braga,Braga,Palmeira,"41.5833333,-8.4333333",260190019,,,,,,,,,,,,,
Terreno Para Construção,,,,255,330,,Venda,Terreno Para Construção,N/D,43.500 €,Braga,Braga,Espinho,"41.5464241267,-8.3612823486",285190012,A Efectuar; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno,,,,,12053,,Venda,Terreno,N/D,185.000 €,Braga,Braga,Esporões,"41.5107626061,-8.4184455871",314190025,,,,,,,,,,,,,
Terreno,,,,,773,,Venda,Terreno,N/D,95.000 €,Braga,Braga,Esporões,"41.5107626061,-8.4184455871",314190024,,,,,,,,,,,,,
Terreno,,,,,797,,Venda,Terreno,N/D,66.500 €,Braga,Braga,Esporões,"41.5107626061,-8.4184455871",314190023,,,,,,,,,,,,,
Terreno,,,,,810,,Venda,Terreno,N/D,62.000 €,Braga,Braga,Esporões,"41.5107626061,-8.4184455871",314190022,,,,,,,,,,,,,
Moradia em Banda 4 quartos,4,,,498,223,,Venda,Moradia em Banda,Construção,150.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190009,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Hospital, Jardins, Jardins Infância; ",Nº Frentes: 2; Nº Pisos: 3; ,,,,,Tipo empreendimento: Habitação; ,Local: Cave; ,Panorâmicas; ,"Nascente, Poente; ",
Lote,,,,210,180,,Venda,Lote,N/D,78.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314190005,,Residencial; ,Centralidade: Periferia Cidade; ,,,,,,,,,,
Moradia em Banda 3 quartos,3,,2,195,169,,Venda,Moradia em Banda,Construção,95.000 €,Braga,Braga,Esporões,"41.5107626061,-8.4184455871",314190002,,,"Acessos: Bons, Transportes Púb.; Centralidade: Periferia Cidade; ",Nº Frentes: 2; Nº Pisos: 2; ,,,,,Tipo empreendimento: Habitação; ,Local: Cave; ,Panorâmicas; ,"Nascente, Poente; ",
Terreno,,,,,525,,Venda,Terreno,N/D,75.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,"41.5808788,-8.4536477",260180417,,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno,,,,,8054,,Venda,Terreno,N/D,52.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",260180416,,Agrícola; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Terreno Para Construção,,,,,765,,Venda,Terreno Para Construção,N/D,55.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",260180415,,Residencial; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 3 quartos,3,2,2,128,,,Venda,Apartamento,Novo,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",314180338,,,,,,,,,,,,,
Apartamento 3 quartos,3,2,1,98,,Cert.Energ.: E,Venda,Apartamento,Usado,95.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180414,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 1; ,Companhia; ,"Aluminio, Vidro Duplo; Estores: Alumínio; ",Esquentador; Aquecimento Central: Pré-Instalação; ,,Tipo empreendimento: Habitação; Revestimento Exterior: Cerâmica; Hall de Entrada: Iluminação Aut.; Pavimento: Tijoleira; Paredes: Pintadas; Tecto: Estucado; Equipamento: Gás Canalizado; ,Área (m2): 10; Local: Cave; ,,Nascente; ,
Lote,,,,208,188,,Venda,Lote,N/D,67.500 €,Braga,Braga,"Nogueira, Fraião e Lamaçães","41.5268416,-8.4117608",314180332,Concluídas; ,Residencial; ,Acessos: Alcatrão; Centralidade: Periferia Cidade; ,,,,,,,,,,
Apartamento 3 quartos,3,2,1,110,,,Venda,Apartamento,Usado,92.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180411,,,"Acessos: Auto-Estrada, Bons, Comboio, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Bombeiros, Centros Comerciais, Clínica, Escolas, Farmácia, Ginásio, Hospital, Jardins, Jardins Infância, Padaria, Polícia, Serviços Públicos, Supermercado; ",Nº Frentes: 2; Nº Pisos: 1; ,Companhia; ,Dupla; Estores: Alumínio; ,,,"Tipo empreendimento: Habitação; Equipamento: Gás Canalizado, TV Cabo; ","Área (m2): 10, Eletricidade, Luz, Portão Automático; ",Panorâmicas; ,"Nascente, Poente; ",
Armazém,,,,4845,13000,,Venda,Armazém,Usado,3.200.000 €,Braga,Braga,Padim da Graça,"41.5666557042,-8.4895133972",260180410,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Periferia Cidade; Proximidade: Escolas, Jardins, Padaria, Serviços Públicos; ","Acesso a TIRs, Balneários, Calhas Técnicas, Central Telefónica, Electricidade Trifásica, Furo/Poço, Nº Divisões: 15; Nº Escritórios: 4; Posto de Transformação, Refeitório, Reservatório de Gás, Ventilação Forçada; Quarto de Banho: Comum, Próprio; Luz Natural: 50%; Ar Condicionado: Completo; Garagem: Aparcamento, Nº Lugares: 30; Cais de Carga: Fixo; Posto de Transformação: KVA: 25000; ",,,,,,,,,
Terreno,,,,,5000,,Venda,Terreno,N/D,30.000 €,Braga,Braga,Ruilhe,"41.4987424953,-8.4996414184",260180409,,Florestal; ,Acessos: Calçada; Centralidade: Periferia Cidade; ,,,,,,,,,,
Lote,,,,216,539,,Venda,Lote,N/D,100.000 €,Braga,Braga,Gualtar,"41.5649218171,-8.3884906768",285180217,Concluídas; ,"Reservado p/ Urbanização, Residencial; ","Acessos: Alcatrão, Calçada; Centralidade: Periferia Cidade; ",,,,,,,,,,
Apartamento 3 quartos,3,2,1,110,,Cert.Energ.: F,Venda,Apartamento,Usado,119.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)","41.5429275,-8.4376151",260180408,,,"Acessos: Auto-Estrada, Bons, Transportes Púb.; Centralidade: Centro da Cidade; Proximidade: Bancos, Centros Comerciais, Escolas, Farmácia, Jardins, Jardins Infância, Padaria, Serviços Públicos, Supermercado; ",Nº Frentes: 2; ,Companhia; ,Dupla; Estores: Alumínio; ,,,,Área (m2): 20; Local: Cave; ,,"Nascente, Poente; ",
