Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Latitude,Longitude,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
"T2 Excelentes Áreas, Ar Condicionado perto do Centro da Cidade, Real",15279098,Apartamento,180 000 ,1 500 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55498,-8.45048,T2,,120 m²,,2021,A+,,,True,True,,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivenda V4 - Nova - Nogueiró - Braga,15257512,Moradia,355 000 ,1 315 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.55077,-8.389353,T4,,270 m²,322 m²,,,,,,,,,,,,Novo,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ÚLTIMO T1 c/ Excelentes Áreas, Arquitectura Única, Real - Braga",15253500,Apartamento,110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T1,,60 m²,,2021,A+,,,True,True,True,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 Nova,15242632,Moradia,290 000 ,986 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5679131,-8.436913,T3,3,294 m²,294 m²,,,,,True,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T5 Venda em Nogueira, Fraião e Lamaçães,Braga",15237093,Moradia,295 000 ,843 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.52684,-8.41176,T5,,350 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia unifamiliar de Gaveto em Este S. Pedro,15233199,Moradia,320 000 ,914 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,41.54503,-8.399415,T3,4 ou mais,350 m²,,2020,,True,True,True,True,,,True,True,True,Novo,True,,,True,,True,,,,True,True,,,,,True,True,True,True,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quintinha  Venda em Gualtar,Braga",15228382,Quintas,750 000 ,214 ,Braga (distrito),Braga,Gualtar,,41.5649223,-8.388491,,,412 m²,,1936,,,,,,,,,,,Renovado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 em S. Pedro de Merelim,15228276,Moradia,225 000 ,750 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,41.58088,-8.453648,T3,3,300 m²,,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda - Casa / Villa - T3 - Gualtar,15224152,Moradia,307 835 ,846 ,Braga (distrito),Braga,Gualtar,,41.564188,-8.405681,T3,,364 m²,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamentos T0, T1 e T2 de Luxo no centro de Braga",15219264,Apartamento,120 000 ,2 612 ,Braga (distrito),Braga,São Vicente,,41.554838297943,-8.42269830056,T0,1,"45,94 m²","61,92 m²",,,,,,,,,,,,Em construção,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamentos T0, T1 e T2 de Luxo no centro de Braga",15216949,Apartamento,140 000 ,1 892 ,Braga (distrito),Braga,São Vicente,,41.554838297943,-8.42269830056,T1,1,74 m²,"95,65 m²",,,,,,,,,,,,Em construção,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para construção de prédio em Maximinos,15216895,Terreno,320 000 ,532 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.543360606787,-8.4340226061437,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para construção de prédio em altura,15216847,Terreno,220 000 ,436 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.543360606787,-8.4340226061437,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 próximo ao Tribunal de Braga,15215972,Apartamento,140 000 ,1 556 ,Braga (distrito),Braga,São Victor,,41.549366,-8.411871,T2,1,90 m²,,1984,,,,,,,,,True,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplo Imóvel ao Lado do Centro de Braga (Ultima Unidade Disponível),15201868,Apartamento,205 000 ,1 507 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.56211,-8.438464,T3,,136 m²,196 m²,2019,A,True,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T5 com 3 pisos – contemporânea – chave na mão,15193915,Moradia,329 000 ,793 ,Braga (distrito),Braga,Adaúfe,,41.5846977,-8.402739,T5,,415 m²,415 m²,2020,,,,True,,,,,,,,,,,True,não,,True,,,True,,,,,,,,True,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para construção a caminho do Bom Jesus,15183253,Terreno,75 000 ,441 ,Braga (distrito),Braga,Nogueiró e Tenões,Rua do Pica,41.555405098216,-8.3868320194534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias Encosta do Bom Jesus em banda e gaveto com Elevador,15174183,Moradia,375 000 ,1 133 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.54503,-8.399415,T4,4 ou mais,331 m²,"331,50 m²",2019,A,True,,True,,,,True,,True,,,,,True,sim,True,True,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 de luxo com oferta escritura,15169076,Apartamento,160 000 ,1 524 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T2,2,105 m²,138 m²,2019,A+,,,,True,,,,,,Novo,,,,,não,True,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA T4 - BOM JESUS RESIDENCE - BRAGA,15158504,Moradia,375 000 ,3 409 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.550025,-8.383364,T4,4 ou mais,110 m²,331 m²,,,True,,True,True,,,True,True,,Em construção,,,,True,não,True,,,,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VENDA JUDICIAL - LOJAS - FERREIROS, BRAGA",15158498,Loja,73 525 ,826 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.535376,-8.448388,,,89 m²,124 m²,2003,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 em Braga,15142144,Apartamento,110 000 ,1 000 ,Braga (distrito),Braga,São Vicente,,41.55434,-8.422925,T2,2,110 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T2+1, Braga",15136383,Apartamento,145 000 ,1 261 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.543217,-8.419101,T2,1,115 m²,115 m²,,D,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPORTUNIDADE NEGÓCIO - Armazém e Garagem em cave de edifício,15124812,Loja,160 000 ,246 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.53633,-8.39784,,,650 m²,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",15122211,Apartamento,187 500 ,1 250 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5581665,-8.444803,T3,2,150 m²,,,,,True,,,,,,True,,Em construção,,True,,True,não,True,,,,,,,True,,,,,,,,,,True,,,,,True,,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 C/ Garagem Braga,15120466,Apartamento,320 000 ,1 730 ,Braga (distrito),Braga,São Vicente,,41.5586433,-8.421953,T4,3,185 m²,225 m²,,D,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Complex! 2 bedrooms Apartment in Braga,15106943,Apartamento,150 000 ,1 596 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5581653,-8.4448032,T2,2,94 m²,105 m²,,,,,True,,,,True,,,Novo,,,,,,True,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Dume,15073364,Moradia,215 000 ,796 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5679131,-8.436913,T3,3,270 m²,,,A+,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja de 119 m2 em Braga,15072237,Loja,45 000 ,378 ,Braga (distrito),Braga,Lomar e Arcos,,41.535919189453,-8.4288101196289,,,119 m²,119 m²,,A,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Novo com Qualidade Superior em Tenões,15055139,Apartamento,225 000 ,1 667 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.550025,-8.383364,T3,,135 m²,,2019,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Renovado - Estaçao Caminhos Ferro,15055135,Apartamento,145 000 ,1 058 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54555,-8.42733,T3,,137 m²,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja para rendimento próxima da Estação da C.P.,15049030,Loja,30 000 ,652 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.548351216484,-8.4336698055267,,,46 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T1, muito luminoso no centro histórico.",15033429,Apartamento,250 000 ,3 030 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.55065,-8.425066,T1,1,"82,50 m²",,,Isento,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1+1 em Braga,15018255,Apartamento,137 140 ,2 857 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.548328399658,-8.4212999343872,T1,1,48 m²,,,,,,,,,,,,,Em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Apartamento T3 Ferreiros,15000168,Apartamento,170 000 ,1 259 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.535376,-8.448388,T3,,135 m²,,2020,A,,,True,True,,,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamentos novos em condominio fechado T4,14978336,Apartamento,275 000 ,1 511 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T4,3,182 m²,217 m²,2020,A+,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamentos T3 novos em Real com condomínio fechado,14978072,Apartamento,250 000 ,1 603 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T3,3,156 m²,195 m²,2020,A+,,,,,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T0, junto à Universidade do Minho - U.M.",14952861,Apartamento,77 500 ,1 615 ,Braga (distrito),Braga,Gualtar,,41.57068,-8.38491,T0,1,48 m²,,,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno (Quinta),14946279,Terreno,160 000 ,100 ,Braga (distrito),Braga,Guisande e Oliveira (São Pedro),,41.47983,-8.46077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Térrea T3 - Soutelo - Braga,14913088,Moradia,250 000 ,1 055 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T3,,237 m²,,2020,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esplêndida Moradia T4 em Adaúfe - Ideal para Turismo Local,14910266,Moradia,450 000 ,1 125 ,Braga (distrito),Braga,Santa Lucrécia de Algeriz e Navarra,,41.589792,-8.360914,T4,4 ou mais,400 m²,480 m²,1985,B,True,True,,,True,,True,True,,Usado,True,,,,,,,,True,,True,,True,,,,True,True,True,,,,,True,True,,,True,,,,,,,,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Moradia T3 com piscina,14896516,Moradia,310 000 ,1 550 ,Braga (distrito),Braga,Palmeira,,41.601440429688,-8.4308500289917,T3,4 ou mais,200 m²,,2019,Isento,,,,,,,True,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Braga (Maximinos, Sé e Cividade),Braga",14886617,Terreno,92 500 ,308 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.5429268,-8.437615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Centro Histórico - Braga,14875297,Apartamento,250 000 ,2 083 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.545782329169,-8.434571104881,T3,,120 m²,,2019,,True,True,,True,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prédio  Venda em Braga (Maximinos, Sé e Cividade),Braga",14837090,Prédio,350 000 ,745 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.5429268,-8.437615,,,"469,96 m²",,,,,,,,,,,,,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 novo em Ferreiros,14812771,Apartamento,185 000 ,1 480 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.529041290283,-8.4466800689697,T3,2,125 m²,135 m²,2018,,,,,True,,,,True,True,Em construção,,,,True,não,True,True,,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta T5 Venda em Celeirós, Aveleda e Vimieiro,Braga",14798169,Quintas,450 000 ,45 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,41.5147438,-8.455491,,,3 000 m²,,,,,,,,,,,,,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrade Corvo 66 - Braga Centro - Apartamento T3 - 3.º Dto,14780214,Apartamento,380 000 ,3 140 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.552293,-8.435879,T3,,121 m²,159 m²,2020,A+,,,,,,,,,,Em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrade Corvo 66 - Braga Centro - Apartamento T2 - 1.º Esq,14780215,Apartamento,260 000 ,3 023 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.552293,-8.435879,T2,,86 m²,121 m²,2020,A+,,,,,,,,,,Em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrade Corvo 66 - Braga Centro - Apartamento T3 - 1.º Dto,14780216,Apartamento,355 000 ,2 752 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.552293,-8.435879,T3,,129 m²,170 m²,2020,A+,,,,,,,,,,Em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrade Corvo 66 - Braga Centro - Apartamento T3 - 2.º Dto,14780218,Apartamento,365 000 ,3 017 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.552293,-8.435879,T3,,121 m²,159 m²,2020,A+,,,,,,,,,,Em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia geminada com 4 Suites, piscina, perto do centro d...",14769137,Moradia,420 000 ,490 ,Braga (distrito),Braga,São Victor,,41.564856253179,-8.4117633677143,T4,4 ou mais,858 m²,,,,,,True,,,,,,,Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se apartamento T5 Duplex no centro de Braga,14754664,Apartamento,500 000 ,1 385 ,Braga (distrito),Braga,São Victor,,41.55527,-8.40472,T5,,361 m²,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantástico terreno de construção em Braga,14746339,Terreno,930 000 ,19 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,41.570113,-8.356951,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quiosque para shopping com todo o recheio. PRONTO A TRABALHAR,14745022,Loja,12 000 ,1 000 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54445,-8.42637,,,12 m²,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda - Apartamento - T2 - Ferreiros E Gondizalves,14741767,Apartamento,142 000 ,1 101 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.528399,-8.446739,T2,,129 m²,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote Gaveto Real,14729340,Terreno,59 900 ,320 ,Braga (distrito),Braga,Sequeira,Rua Doutor Sérgio Silva Pinto,41.554389953613,-8.4370002746582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Novo,14694042,Apartamento,,,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.5511856,-8.431906,T3,2,150 m²,,,,,,,,,,,,,Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
