Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Latitude,Longitude,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
224 D. Pedro V - Apartamento(s) T0 Novo(s),15323406,Apartamento,123 140 ,3 079 ,Braga (distrito),Braga,São Victor,,41.553989,-8.409984,T0,1,40 m²,,2020,,,True,,,,,,,,Em construção,,,,,sim,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Novo,15322606,Apartamento,180 000 ,1 200 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5679131,-8.436913,T3,2,150 m²,160 m²,,A,,,True,,,,,,,,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T5 em Gualtar para venda,15310929,Moradia,,,Braga (distrito),Braga,Gualtar,,41.569533,-8.387482,T5,,311 m²,560 m²,2001,C,,True,True,,True,,,True,,Usado,,,,,,True,,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 com acabamentos modernos e de qualidade - Lamaçães,15310646,Apartamento,280 000 ,1 867 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.531469,-8.399912,T3,,150 m²,,,A+,,,,,,,,,,,,,,True,não,,,,,,,,True,,,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia individual em Santa Lucrécia , Braga",15306420,Moradia,395 000 ,988 ,Braga (distrito),Braga,Santa Lucrécia de Algeriz e Navarra,,41.6073,-8.38066,T5,,400 m²,,,B,,,True,,True,,,,,,,,,,não,,,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3, Ferreiros, Braga",15187904,Moradia,,,Braga (distrito),Braga,Ferreiros e Gondizalves,Rua Sebastião Lopes - Ferreiros,41.534677267605,-8.443128751381,T3,3,231 m²,231 m²,2019,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias individuais T4 de luxo,15253407,Moradia,310 000 ,1 148 ,Braga (distrito),Braga,Palmeira,,41.5952,-8.43487,T4,4 ou mais,270 m²,,2019,A,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 totalmente renovado em Braga/Maximinos,15283414,Apartamento,150 000 ,1 027 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54555,-8.42733,T4,2,146 m²,,1988,C,,,,,,,,,,Renovado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Banda T4 de luxo na Encosta Bom Jesus,15287896,Moradia,365 000 ,892 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.550025,-8.383364,T4,4 ou mais,409 m²,,2019,A,,,True,,True,,,,,Usado,,,,,não,True,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias em Banda com um excelente jardim de 108 m2,15294131,Moradia,290 000 ,1 046 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.559343923132,-8.4399787969181,T3,3,"277,20 m²",310 m²,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prédio de Serviços - Av. 31 de Janeiro, Braga",15244893,Prédio,750 000 ,1 284 ,Braga (distrito),Braga,São Victor,,41.55251,-8.414089,,,584 m²,,1972,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T3 em Real, Braga",15288987,Apartamento,,,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T3,,130 m²,174 m²,,A,,,True,,,,,,,,,,,,não,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 no Edifício ""DOMUS"" em Fraião- Braga",15273532,Apartamento,179 000 ,1 705 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.540642608848,-8.4050535168579,T2,2,105 m²,120 m²,2003,C,,,True,,,,,True,,Usado,,,,,,,True,,,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Novo de alta qualidade - Tenões,15270138,Apartamento,225 000 ,1 667 ,Braga (distrito),Braga,Nogueiró e Tenões,,41.550025,-8.383364,T3,,135 m²,,2020,A+,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Banda T3 - Acabamentos de topo - Braga,15257467,Moradia,275 000 ,935 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5679131,-8.436913,T3,3,294 m²,,,,,,True,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Geminada T2,15255692,Moradia,,,Braga (distrito),Braga,Mire de Tibães,,41.56543,-8.4778,T2,1,94 m²,94 m²,,,,,True,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORADIAS T4 - PALMEIRA, BRAGA",15249539,Moradia,210 000 ,700 ,Braga (distrito),Braga,Palmeira,,41.5952,-8.43487,T4,3,300 m²,300 m²,,,,,True,,,,True,,True,Em construção,,,,True,não,,,,,True,,,True,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em S. Vicente,15247495,Apartamento,175 000 ,1 842 ,Braga (distrito),Braga,São Vicente,,41.49028,-8.44113,T3,,95 m²,,1994,C,,,True,,,,,,,Renovado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Semi-Nova em São Paio,15244847,Moradia,220 000 ,1 063 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,41.58583,-8.460306,T4,,207 m²,,2010,D,,,True,,True,,,,,Usado,,,,True,não,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Banda em Real, Braga",15243608,Moradia,290 000 ,1 007 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.56211,-8.438464,T3,3,288 m²,298 m²,2020,A+,,,,True,,,True,True,,Em construção,,,,True,,,,,,,,,True,,,,True,True,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Ferreiros,15228357,Apartamento,170 000 ,1 214 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.5308228,-8.441428,T3,2,140 m²,,2018,A,,,True,True,,,,,,Em construção,,,,True,não,True,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",15228342,Apartamento,187 500 ,1 500 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.5581665,-8.444803,T3,2,125 m²,150 m²,2019,,,True,True,True,,,,True,True,Em construção,,,,True,não,True,True,,True,,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia banda T3 S. Pedro Este,15228183,Moradia,250 000 ,833 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,41.5627251,-8.36945,T3,,300 m²,,,,,,,True,,,,,,Novo,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual V4 - Ferreiros,15224316,Moradia,289 000 ,1 424 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.52504341927,-8.4435690990917,T4,4 ou mais,203 m²,320 m²,1993,E,,,True,,,,,,,Usado,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excelente Apartamento T1 de Alta Qualidade em Real, Braga",15222423,Apartamento,110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.56474,-8.422667,T1,1,60 m²,"67,50 m²",2020,A+,,,True,,,,,,True,Em construção,,,,True,sim,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excelente Apartamento T2 de Alta Qualidade em Real, Braga",15221478,Apartamento,175 000 ,1 591 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.56211,-8.438464,T2,2,110 m²,"124,60 m²",2020,A+,True,,True,True,,,True,True,,Em construção,,,,True,sim,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 com terraço em Braga,15217077,Apartamento,160 000 ,1 882 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.55065,-8.425066,T2,2,85 m²,106 m²,,C,,True,,,,,True,,,Renovado,,,,,não,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias Térreas T3 - Adaúfe Braga,15206996,Moradia,350 000 ,1 737 ,Braga (distrito),Braga,Adaúfe,,41.601926502009,-8.4075605115692,T3,3,"201,46 m²",,2021,A+,,,True,,True,,True,,,Em construção,,,,True,,,,,True,True,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4+1 em Nogueira,15206147,Moradia,169 500 ,499 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.531469,-8.399912,T5,1,340 m²,,1998,Isento,,,,,,,,,,,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espantoso apartamento T1+1 na Av. Central em Braga,15203544,Apartamento,160 000 ,2 462 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.551476168831,-8.4200107740974,T2,1,65 m²,68 m²,1970,C,,True,,,,True,,True,True,Renovado,True,,,,,,,,True,,,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 em empreendimento com rentabilidade mínima garantida!,15200449,Apartamento,194 340 ,4 049 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua de São Lázaro,41.5487251,-8.421441,T2,,48 m²,48 m²,2019,Isento,,True,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 Estação - Braga,15196914,Apartamento,159 000 ,1 282 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54555,-8.42733,T3,2,124 m²,135 m²,2007,,,True,True,True,,,True,True,,Usado,True,,True,True,não,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proximidade do Centro da Cidade de Braga,15185988,Apartamento,175 000 ,1 080 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Rua Quinta do Lima,41.550031068615,-8.4404846561887,T3,3,162 m²,184 m²,2019,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Luxo em Vila Verde - Localização Privilegiada,15184634,Moradia,,,Braga (distrito),Braga,Crespos e Pousada,Travessa do Couço,41.6051351,-8.3457069048797,T3,3,240 m²,530 m²,2019,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T5 Nogueiró,15182822,Apartamento,320 000 ,1 368 ,Braga (distrito),Braga,Nogueiró e Tenões,Rua Doutor Amândio César,41.551502231521,-8.3964917248687,T5,4 ou mais,234 m²,335 m²,2005,,,True,True,,True,,,,,,,,,,não,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Restaurante Português - Arco da Porta Nova, Centro Histórico Braga",15182702,Loja,260 000 ,1 733 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Campo das Hortas,41.549891551785,-8.4302649587437,,,150 m²,150 m²,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Às Portas de Braga - Hotel Rural ****  - Vistas e Tranquilidade,15182238,Prédio,1 280 000 ,385 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Travessa de Dom José,41.543257548277,-8.4597462415695,,,3 327 m²,3 327 m²,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja em Braga com ligação directa garagem/armazém no piso inferior,15181466,Loja,77 100 ,436 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Praceta Parque das Exposições,41.541798876207,-8.426033586346,,,177 m²,177 m²,1995,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda de Moradia Individual T4 Lomar, Braga",15181427,Moradia,270 000 ,1 080 ,Braga (distrito),Braga,Lomar e Arcos,Rua das Mimosas - Lomar,41.532637068012,-8.425987533992,T0,4 ou mais,250 m²,890 m²,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 remodelado no Centro - Braga,15180464,Apartamento,91 000 ,968 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.545068,-8.417717,T2,1,94 m²,94 m²,1,F,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento elegante do estúdio para a venda no distrito francês do la,15179056,Apartamento,184 120 ,5 718 ,Braga (distrito),Braga,Morreira e Trandeiras,,46.240429,1.558767,T0,1,"32,20 m²",,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias de Luxo - Palmeira - Braga,15172708,Moradia,369 900 ,1 142 ,Braga (distrito),Braga,Palmeira,,41.56211,-8.438464,T4,4 ou mais,324 m²,360 m²,2020,A+,,True,True,True,True,,True,True,,Novo,True,,,True,,True,True,,,True,True,,True,,,,True,True,,True,,,True,True,True,,,True,,True,True,,,,,,,,,,,,,,,True,True,,True,,,True,True,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Moradia Banda V4 - Palmeira,15170814,Moradia,209 000 ,635 ,Braga (distrito),Braga,Palmeira,,41.58739,-8.42614,T4,4 ou mais,329 m²,,2002,,,,,True,,,True,,,Usado,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 com Terraço,15165590,Apartamento,157 000 ,1 208 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54555,-8.42733,T3,,130 m²,,2006,B,,,True,,True,,,,,Usado,,,,,não,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T5 em S. Vicente,15161021,Moradia,240 000 ,782 ,Braga (distrito),Braga,São Vicente,,41.49028,-8.44113,T5,4 ou mais,307 m²,"253,90 m²",2009,C,True,,True,True,True,,True,True,True,Usado,,,,True,,,,,,,True,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - Ferreiros,15159028,Apartamento,127 000 ,1 155 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,41.535376,-8.448388,T3,2,110 m²,125 m²,,,,True,True,True,True,,True,True,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias NOVAS em BRAGA Urbanização Bom Jesus Residence,15158902,Moradia,367 500 ,1 141 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.531469,-8.399912,T4,,322 m²,322 m²,2020,A,,,True,True,True,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTOS T3 BRAGA Cond. Casa da Árvore,15158900,Apartamento,207 500 ,1 383 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T3,,150 m²,150 m²,2020,A+,,,,True,True,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTAMENTOS T3 BRAGA Cond. Casa da Árvore,15158899,Apartamento,200 000 ,1 333 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T3,,150 m²,150 m²,2020,A+,,,,True,True,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias NOVAS em BRAGA Urbanização Bom Jesus Residence,15158806,Moradia,375 000 ,1 154 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,41.531469,-8.399912,T4,,325 m²,325 m²,2020,A,,,True,True,,,,,,,,,,True,não,True,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T5 em Braga,15157440,Apartamento,189 900 ,1 310 ,Braga (distrito),Braga,São Victor,,41.55527,-8.40472,T5,,145 m²,,1993,C,,,True,,,,,,,Usado,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Renovado Braga,15141668,Apartamento,150 000 ,1 765 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,41.543217,-8.419101,T3,,85 m²,,1987,C,,,True,,,,,,,Renovado,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em Banda T4 em Real,15130382,Moradia,290 000 ,967 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T4,3,300 m²,,2020,Isento,,,True,,,,,,,Novo,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Gaveto T4 em Real,15127690,Moradia,310 000 ,1 047 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,41.55398,-8.46277,T4,3,296 m²,,2020,Isento,,,True,,,,,,,Novo,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno  Venda em Este (São Pedro e São Mamede),Braga",15116590,Terreno,73 644 ,114 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),Rua do Marco - São Pedro ( Este),41.5731773,-8.370351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3, próximo do centro - S. Vicente/Pachancho",15116340,Apartamento,165 000 ,1 179 ,Braga (distrito),Braga,São Vicente,,41.49028,-8.44113,T3,,140 m²,,2007,,,,,True,,,,,,,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamentos Novos Braga,15116334,Apartamento,165 000 ,1 542 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,41.54555,-8.42733,T3,,107 m²,,2019,Isento,,,True,,,,,,,Novo,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
