Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
"Restaurante  Trespasse em Braga (São Vítor),Braga",14667442,,110 000 ,917 ,Braga (distrito),Braga,São Victor,,,,,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Adaúfe,Braga",14667440,,31 000 ,158 ,Braga (distrito),Braga,Adaúfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Café / Snack Bar Trespasse Braga,14667344,,110 000 ,1 325 ,Braga (distrito),Braga,São Vicente,,,,,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote Venda Braga,14667302,,65 000 ,93 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Este (São Pedro e São Mamede),Braga",14658453,,75 000 ,146 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Sobreposta,Braga",14658440,,50 000 ,109 ,Braga (distrito),Braga,Sobreposta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Palmeira,Braga",14658429,,60 000 ,150 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Sobreposta,Braga",14657340,,48 000 ,128 ,Braga (distrito),Braga,Sobreposta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Sobreposta,Braga",14657304,,43 500 ,121 ,Braga (distrito),Braga,Sobreposta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Nogueira, Fraião e Lamaçães,Braga",14657294,,65 000 ,271 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Este (São Pedro e São Mamede),Braga",14657288,,82 500 ,183 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Este (São Pedro e São Mamede),Braga",14657290,,70 000 ,177 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Sobreposta,Braga",14554198,,55 000 ,233 ,Braga (distrito),Braga,Sobreposta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda - Triplex - T4 - Braga (São José De São Lázaro E São João Do...,14477965,,367 500 ,1 225 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T4,,300 m²,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Priscos,Braga",14464312,,40 000 ,133 ,Braga (distrito),Braga,Priscos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Cabreiros e Passos (São Julião),Braga",14464309,,25 000 ,7 ,Braga (distrito),Braga,Cabreiros e Passos (São Julião),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Adaúfe,Braga",14401960,,80 000 ,69 ,Braga (distrito),Braga,Adaúfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Santa Lucrécia de Algeriz e Navarra,Braga",14401951,,41 000 ,53 ,Braga (distrito),Braga,Santa Lucrécia de Algeriz e Navarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Gualtar, Braga",14358115,,110 000 ,550 ,Braga (distrito),Braga,Gualtar,,T3,,200 m²,255 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno  Venda em Gualtar,Braga",14030920,,49 000 ,181 ,Braga (distrito),Braga,Gualtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altice Forum - Prédio Parque da Ponte com projecto aprovado para 5 Aps,14011927,,375 000 ,1 250 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T5,4 ou mais,300 m²,300 m²,1950,E,,,,True,,,,,,Para recuperar,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
Loja Comercial,13897150,,155 000 ,1 550 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote de Terreno em Cunha,13152748,,37 500 ,50 ,Braga (distrito),Braga,Arentim e Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escritório em S. Vitor,13152019,,75 000 ,446 ,Braga (distrito),Braga,São Victor,,,,,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escritório em S. Vitor,13152016,,50 000 ,515 ,Braga (distrito),Braga,São Victor,,,,,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote em Palmeira,13151944,,30 000 ,114 ,Braga (distrito),Braga,Palmeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção de Moradia Térrea em S. Pedro Este,13151911,,42 500 ,85 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotes para Construção de Pavilhões em Ferreiros,13151869,,92 500 ,204 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote em Priscos,12826252,,55 000 ,289 ,Braga (distrito),Braga,Priscos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loja Venda Braga,12496849,,95 000 ,1 357 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,70 m²,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento p/ comercial, para venda, Braga - Merelim",12429382,,140 000 ,458 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote para moradia em banda, para venda, Braga - Merelim",12354739,,45 000 ,155 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno Industrial, em Frossos.",12354742,,195 801 ,196 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOJA - FROSSOS - BRAGA,12133030,,85 000 ,773 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,110 m²,110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTE P/ CONSTRUÇÃO - GUALTAR,12017191,,1 200 000 ,669 ,Braga (distrito),Braga,São Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção em Cunha,12009082,,110 000 ,12 ,Braga (distrito),Braga,Arentim e Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote para Construção de Moradias,11500897,,50 000 ,172 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção em Semelhe,11276359,,150 000 ,21 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção em Mire de Tibães,11276362,,125 000 ,18 ,Braga (distrito),Braga,Mire de Tibães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurante / Churrasqueira com excelente localização,11165494,,120 000 ,600 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamentos Fojo,11081146,,215 000 ,1 593 ,Braga (distrito),Braga,Nogueiró e Tenões,,T3,,135 m²,,,,,,True,True,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garagem/Armazém 460m2| Celeirós | Braga,10928254,,145 000 ,315 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno para construção em Barcelos,10705429,,130 000 ,22 ,Braga (distrito),Braga,Arentim e Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Nogueira, Fraião e Lamaçães",10219717,,88 200 ,306 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTE EM BANDA - FRAIÃO - BRAGA,9396187,,76 000 ,434 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTE GAVETO - FRAIÃO - BRAGA,9396190,,89 500 ,295 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTE TERRENO - FERREIROS - BRAGA,9166618,,750 000 ,171 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda Lote em Banda - Aveleda,9006259,,52 500 ,300 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Celeirós, Aveleda e ...",8672974,,52 500 ,199 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Celeirós, Aveleda e Vimieiro",8672980,,88 000 ,259 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Celeirós, Aveleda e Vimieiro",8672983,,68 500 ,349 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Celeirós, Aveleda e Vimieiro",8672986,,77 000 ,226 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Nogueira, Fraião e Lamaçães",8672989,,76 500 ,398 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Gualtar",8672992,,81 500 ,379 ,Braga (distrito),Braga,Gualtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loteamento moradias, novo, para venda, Braga - Gualtar",8673001,,91 500 ,269 ,Braga (distrito),Braga,Gualtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno p/ moradia, novo, para venda, Braga - Real, Dume e Semelhe",8673082,,115 000 ,232 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote Moradia - Espinho - Braga,6677608,,65 000 ,173 ,Braga (distrito),Braga,Espinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTES - MORADIAS INDIVIDUAIS - FALPERRA,6672526,,121 000 ,273 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERRENO - CONSTRUÇÃO - Maximinos,6576684,,1 500 000 ,1 000 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garagem para venda em S. Vicente,15338709,,9 990 ,624 ,Braga (distrito),Braga,São Vicente,,,,,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garagem Com 40 m2 e 20m2,15320904,,19 950 ,499 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snack Bar para Traspasse,15319709,,16 500 ,254 ,Braga (distrito),Braga,São Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aprox. 497 m2 de Terreno para Construção - Real,15308790,,104 500 ,210 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno de Construção,15306339,,25 000 ,2 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno,15305739,,55 000 ,2 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prédio para recuperar no centro da cidade,15266957,,550 000 ,1 183 ,Braga (distrito),Braga,São Vicente,,,,465 m²,,,,,,,,,,,,,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno - Lamaçães - Braga,15266723,,88 000 ,290 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual Térrea V3 com PISCINA - Palmeira,15258935,,,,Braga (distrito),Braga,Palmeira,,T3,,290 m²,,2020,,,,True,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno  Venda em Real, Dume e Semelhe,Braga",15228214,,43 000 ,154 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
