Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Moradias V3 em Gualtar  Braga,15347425,,350 000 ,959 ,Braga (distrito),Braga,Gualtar,,T3,3,365 m²,465 m²,,,,,,,,,True,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias V4 em Palmeira  Braga,15346331,,310 000 ,2 138 ,Braga (distrito),Braga,Palmeira,,T4,4 ou mais,145 m²,225 m²,,,,,True,,,,True,,,Em construção,,,,True,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 Fantásticas Moradias V3 e  em Adaúfe-Braga,15318172,,300 000 ,2 000 ,Braga (distrito),Braga,Adaúfe,,T3,4 ou mais,150 m²,150 m²,,,,,True,,,,True,,True,Em construção,,,,True,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno em Banda, localizado em Mire de Tibães!",14804981,,35 000 ,182 ,Braga (distrito),Braga,Mire de Tibães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Lote de Terreno em Gaveto, localizado em Mire de Tibães!",14804974,,40 000 ,38 ,Braga (distrito),Braga,Mire de Tibães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T2 Venda em Cabanelas,Vila Verde",15384228,,119 117,412 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,T2,,"289,20 m²","289,20 m²",,,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA INDIVIDUAL - ADAÚFE - BRAGA,15360367,,300 000 ,968 ,Braga (distrito),Braga,Adaúfe,,T3,3,310 m²,310 m²,,,,,True,,,,,,,Em construção,,,,True,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 - S. Vítor - Braga,15360365,,159 000 ,1 325 ,Braga (distrito),Braga,São Victor,,T2,2,120 m²,125 m²,,C,,True,,,,,,True,,Usado,,,,,não,True,True,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual Fraião,15354300,,335 000 ,1 675 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Largo da Igreja - Fraião,T4,3,200 m²,302 m²,2003,B,,True,,,True,,True,,True,Usado,,,,True,não,True,,,,,True,,,,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Tribunal,15348274,,175 000 ,1 207 ,Braga (distrito),Braga,São Victor,,T3,3,145 m²,220 m²,,B-,,True,,,,,,,,Renovado,,,,,não,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 - com varanda - Enguardas - São Vítor | Braga,15341137,,61 000 ,718 ,Braga (distrito),Braga,São Victor,,T4,1,85 m²,85 m²,1992,D,,True,,True,,,,True,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de luxo geminada T3 - Dume | Braga,15341127,,,,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,4 ou mais,350 m²,481 m²,,B-,True,,True,,,,True,True,,Usado,,,True,True,não,,,,,True,True,,True,,,,True,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote com 2400m2 para moradia térrea,15339648,,64 900 ,27 ,Braga (distrito),Braga,Crespos e Pousada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Moradia Geminada T4 Venda em Nogueira, Fraião e Lamaçães,Braga",15339493,,450 000 ,1 406 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T4,,320 m²,,,B-,,True,True,True,True,,,True,True,,,,,True,não,True,,,,,,,True,,,,,True,,,,,,True,,,,,,,True,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias Bom Jesus Residence,15320811,,355 000 ,1 183 ,Braga (distrito),Braga,Nogueiró e Tenões,,T4,4 ou mais,300 m²,,,A+,,,,,,,,True,,Em construção,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 NOVO em Maximinos,15318277,,155 000 ,1 240 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T3,,125 m²,,2020,A,,,True,,True,,True,True,,Novo,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Geminada T4 em Vimieiro,15317178,,295 000 ,1 418 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,T4,3,208 m²,,2019,Isento,,,True,,,,,,,Novo,,,,,não,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armazém Industrial - Braga,15316849,,1 100 000 ,2 037 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Sem Nome - Ferreiros,,,,,,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 m²,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
T2 - Braga Parque - Braga,15315779,,108 000 ,1 080 ,Braga (distrito),Braga,São Victor,,T2,,100 m²,,,,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T4 na Sé, em Braga",15314420,,118 000 ,881 ,Braga (distrito),Braga,Sequeira,,T4,,134 m²,,,E,,,,,,,,,,,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 em Fraião junto ao Continente - Braga,15276296,,145 000 ,1 576 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T2,2,92 m²,,,D,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T2 de luxo, com oferta da escritura",15292795,,160 000 ,1 524 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T2,2,105 m²,143 m²,2019,A+,,,,True,True,,True,,,,,,,,não,True,True,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1 de Charme Centro Histórico,15175846,,140 000 ,1 944 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T1,1,72 m²,83 m²,2020,A,True,True,,True,,,True,True,True,Em construção,,,True,True,,True,True,,True,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual V3 - Vilaça,15272022,,298 000 ,756 ,Braga (distrito),Braga,Vilaça e Fradelos,,T3,3,394 m²,379 m²,1997,,,,True,,,,True,True,,Usado,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 totalmente renovado.,15265393,,99 900 ,1 281 ,Braga (distrito),Braga,Lomar e Arcos,,T2,1,78 m²,78 m²,1991,D,,True,,,,,,,,Renovado,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADIA BANDA T3 - S. VICTOR - BRAGA,15258172,,395 000 ,1 317 ,Braga (distrito),Braga,São Vicente,,T3,4 ou mais,300 m²,300 m²,,,,,,,,,True,,True,,,,,,não,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar T3 novo - Lamaçães - Braga,15257525,,280 000 ,1 556 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,2,180 m²,,,,,,True,,,,,,,Novo,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 centro histórico de Braga,15257482,,260 000 ,1 625 ,Braga (distrito),Braga,São Victor,,T3,2,160 m²,,,,,,True,,,,,,,Renovado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T5 no 5º piso para vender ou arrendar no centro de Braga,15256470,,500 000 ,1 385 ,Braga (distrito),Braga,São Victor,Rua José Sarmento,T5,4 ou mais,361 m²,,,,True,True,,True,,,,True,True,Usado,True,True,,True,,True,True,,True,,,,,,,,,True,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em banda T3,15255660,,245 000 ,914 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,T3,3,268 m²,315 m²,2019,,True,,True,,True,,True,True,,,,,,True,não,,,,,True,,,,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual T3 + escritório,15255650,,165 000 ,1 514 ,Braga (distrito),Braga,Palmeira,,T3,2,109 m²,125 m²,,C,,,True,,True,,,,,,,,,,não,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual T4 com comércio,15255640,,269 000 ,704 ,Braga (distrito),Braga,Palmeira,,T4,4 ou mais,382 m²,420 m²,1990,,,,True,,True,,True,True,,,,,,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 + escritório,15255638,,190 000 ,1 727 ,Braga (distrito),Braga,São Victor,,T3,2,110 m²,140 m²,,,,,True,,,,True,True,True,Usado,,,True,,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Café Italiamo n o centro de Braga.,15251369,,98 400 ,856 ,Braga (distrito),Braga,Gualtar,,,,,,2011,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 São Victor,15240585,,185 000 ,1 445 ,Braga (distrito),Braga,São Victor,,T3,3,128 m²,128 m²,,C,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 completamente remodelado, em S. Lázaro.",13541491,,150 000 ,1 250 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,3,120 m²,120 m²,,,,,True,,,,True,True,True,,,,,,não,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 com garagem a 100m da Avenida Liberdade,15239581,,114 900 ,1 026 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T3,2,112 m²,112 m²,1988,E,,,True,,True,True,,True,,,True,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Fraião,15228228,,275 000 ,1 528 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,3,180 m²,,,,,True,,True,,,,,,Em construção,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prédio T6 no Largo do Paço, Sé em Braga",15227636,,650 000 ,2 249 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,289 m²,289 m²,1950,D,,,,,,,,,,Renovado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prédio Restaurado Centro histórico de Braga (4 suítes),15219433,,350 000 ,1 237 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T4,4 ou mais,283 m²,310 m²,2019,B,True,,,,,,True,True,True,Usado,True,True,True,True,não,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno com 294 m2 em Braga, Dume",15217122,,46 500 ,158 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua Nova do Carvalhal - Dume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elegante T3 de Alto Padrão Construtivo,15201657,,185 000 ,1 233 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,150 m²,186 m²,2019,A+,True,,,,,,True,True,True,Em construção,,,,True,,True,,,,,,,,,,,True,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Luxo T4,15201207,,1 200 000 ,2 400 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,T4,,500 m²,,2019,B,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Escritório Braga 54,00 m2",15201036,,56 500 ,1 046 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua de São Lázaro,,,,54 m²,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradias T3, em Real, Braga",15194125,,290 000 ,1 203 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,241 m²,241 m²,,,,,True,,,,True,True,,Em construção,,,,,não,,,,,True,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradias T3, em Real, Braga",15194126,,310 000 ,749 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,414 m²,414 m²,,,,,True,,,,True,True,,Em construção,,,,,não,,,,,True,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Braga - São Vitor,15187810,,180 000 ,1 636 ,Braga (distrito),Braga,São Victor,Rua Fernando de Oliveira Guimarães - São Victor,T3,2,110 m²,125 m²,1998,,,,True,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venda de loja comercial com área de 166 m2,15181257,,280 000 ,1 687 ,Braga (distrito),Braga,São Victor,Rua Professor Doutor Elísio de Moura - São Victor,,,166 m²,166 m²,2006,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 em Braga (Fraião),15176511,,226 570 ,1 390 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,T3,3,163 m²,190 m²,2020,A,True,True,True,True,,,True,True,True,Em construção,True,True,True,True,,True,True,,True,,,,True,,,,,True,True,True,,True,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braga Adaufe Privativo,15173540,,375 000 ,1 359 ,Braga (distrito),Braga,Adaúfe,,T4,,276 m²,,2020,Isento,,,True,,,,,,,Novo,,,,True,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRÉDIO - BRAGA,15158438,,350 000 ,1 750 ,Braga (distrito),Braga,São Vicente,,T2,1,200 m²,240 m²,,,,,,,,,,True,True,Para recuperar,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnífico apartamento T4 duplex com 260m2 ao lado da Sé Catedral,15148801,,450 000 ,1 731 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,T4,,260 m²,,,,,,,True,,,,,,,,,,True,não,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 em S. José de S. Lázaro,15140824,,350 000 ,1 667 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,T4,,210 m²,210 m²,,A,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 Venda em Real, Dume e Semelhe,Braga",15140742,,79 000 ,725 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,,"108,95 m²","141,45 m²",1984,E,,True,True,,,,,,True,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 S. Vitor,15091958,,149 900 ,1 153 ,Braga (distrito),Braga,São Victor,Praça do Bocage,T4,2,130 m²,154 m²,1994,C,,,,True,,,True,,True,Usado,,,,True,não,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andar Moradia Gualtar,15134877,,180 000 ,2 250 ,Braga (distrito),Braga,Gualtar,,T2,,80 m²,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia individual Térrea T4 - Braga,11398090,,395 000 ,1 463 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Rua de Santo André - Gondizalves,T4,3,270 m²,300 m²,2019,A,,,,,,,,,,Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno rústico, segundo o PDM em zona de construção em Espinho, Braga",15130927,,42 500 ,63 ,Braga (distrito),Braga,Espinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno rústico, segundo o PDM em zona de construção em Espinho, Braga",15130922,,45 000 ,58 ,Braga (distrito),Braga,Espinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbanizável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradias de luxo às portas da cidade de Braga,15104655,,285 000 ,714 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,399 m²,,2019,Isento,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Luxo às portas da cidade de Braga,15104652,,247 000 ,1 411 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,175 m²,,2019,Isento,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Luxo às portas da cidade de Braga,15104575,,265 000 ,933 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,3,284 m²,,2019,Isento,,,True,,,,,,,Em construção,,,,,não,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 - Real - Braga,15102592,,275 000 ,935 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,T3,4 ou mais,294 m²,,2020,A+,,True,,,,,True,True,True,Em construção,,,,,,True,,,True,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
