Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Latitude,Longitude,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
Vende-se T3 Novo – Braga/Centro,11385361,Apartamento,240 000 ,1 311 ,Braga (distrito),Braga,São Victor,,,,T3,3,183 m²,215 m²,,A,,,True,,True,,True,True,,Novo,True,,True,True,não,True,True,,,,,,,,,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivenda T4 Renovada (1380 m2),11122984,Moradia,229 900 ,718 ,Braga (distrito),Braga,Palmeira,,,,T4,3,320 m²,,,D,,True,True,,True,,True,,,Renovado,,True,,True,sim,,,,,,,,True,True,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Apartamento , 4 quartos, Braga, Braga (São Vítor)",10255303,Apartamento,282 900 ,1 505 ,Braga (distrito),Braga,São Victor,,,,T4,3,188 m²,,,C,,,,,,,,,,Novo,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T4 Excelente estado, boas áreas e jardim, Fraião-...",11014435,Moradia,335 000 ,991 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,T4,4 ou mais,338 m²,,2008,C,,,True,,,,True,True,,Usado,,True,,True,não,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 novo com terraço e garagem, no centro hist...",10944130,Apartamento,347 000 ,2 065 ,Braga (distrito),Braga,São Vicente,,,,T3,3,168 m²,185 m²,,B-,,,True,,,,,,,Novo,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia em Banda T4 Venda em Nogueiró e Tenões,Braga",10905343,Moradia,375 000 ,2 083 ,Braga (distrito),Braga,Nogueiró e Tenões,,,,T4,,180 m²,,,A,,,True,True,,,,,,Em construção,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Moradia Nova - Braga,10577128,Moradia,240 000 ,1 333 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,T3,4 ou mais,180 m²,270 m²,,A+,,,True,,,,True,True,,Em construção,,,True,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa com História e Rústica, excelente para Turismo",10457665,Moradia,550 000 ,550 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,T5,4 ou mais,1 000 m²,,,,,,,,True,,,,True,Para recuperar,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento , 3 quartos, Braga, Braga (São Vítor)",10255273,Apartamento,252 500 ,1 485 ,Braga (distrito),Braga,São Victor,,,,T3,2,170 m²,,,C,,,,True,,,,,,Novo,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento , 2 quartos, Braga, Braga (São Vítor)",10255252,Apartamento,193 530 ,1 489 ,Braga (distrito),Braga,São Victor,,,,T2,2,130 m²,,,,,,,True,,,,,,Novo,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento duplex, último piso, em zona privilegiada.",10247176,Apartamento,315 000 ,1 552 ,Braga (distrito),Braga,São Victor,Rua Bernardo Sequeira,,,T5,3,203 m²,263 m²,,C,,True,,,True,,True,True,True,Renovado,,,True,True,,True,True,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantástica Moradia T4 com Piscina em Braga!,10175194,Moradia,380 000 ,2 468 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,T4,4 ou mais,154 m²,,,,,True,,,,,True,,,,,,,,,True,,,,,,,True,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Isolada T4 Venda em Este (São Pedro e São Mamede),Braga",9741901,Moradia,305 000 ,436 ,Braga (distrito),Braga,Este (São Pedro e São Mamede),,,,T4,3,700 m²,,,,,,True,,True,,,True,,Novo,,True,,,não,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Lojas Restaurante para venda junto á Universidade do Minho,15423099,Loja,180 000 ,1 017 ,Braga (distrito),Braga,Gualtar,Rua da Universidade - Gualtar,,,,,177 m²,227 m²,2008,,,,,True,,,,,,Usado,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,6,Loja,1,True,True,,,,,,,,,,True,,,,,,,,,,,,,,True,,True,,,,,,,,
Apartamento T2 Novo na Cividade em Braga,15422126,Apartamento,190 000 ,2 533 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,T2,,75 m²,75 m²,,,,True,,,,,,True,,Novo,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta com Solar Brasonado em Escudeiros, Braga",15422022,Quintas,1 800 000 ,33 ,Braga (distrito),Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),,,,,,650 m²,700 m²,1736,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 - São Victor,15132070,Apartamento,115 000 ,1 150 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,T3,,100 m²,110 m²,1994,,,,,,True,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excelente Moradia Individual, em Adaúfe, Braga",15244989,Moradia,300 000 ,2 500 ,Braga (distrito),Braga,Adaúfe,,,,T3,3,120 m²,150 m²,2020,A+,,True,,True,,,True,,,Em construção,,,,,,,,,,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oportunidade! Últimos T3 em condomínio fechado com piscina em Real,15225693,Apartamento,250 000 ,1 603 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,T3,3,156 m²,"177,50 m²",2020,A+,,,True,True,,,True,True,,Em construção,,,True,True,sim,True,True,,,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excelente Moradia Nova T3 em Fraião, Braga",15074871,Moradia,285 000 ,1 686 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,T3,3,169 m²,"262,50 m²",2019,A+,True,,True,True,,,True,True,True,Novo,,,,True,,,,,True,True,True,,True,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia V4 com Possibilidade de Construção de Piscina,14973494,Moradia,290 000 ,806 ,Braga (distrito),Braga,Padim da Graça,,,,T4,3,360 m²,,1999,C,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 no centro histórico da cidade de Braga,15419350,Moradia,399 900 ,3 333 ,Braga (distrito),Braga,São Vicente,Praça Mouzinho de Albuquerque - São José de São Lázaro,,,T4,3,120 m²,180 m²,1937,E,True,True,,,,,True,True,True,Usado,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia em banda T3 Nova em Lamaçães,15419162,Moradia,297 500 ,1 534 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Rua da Igreja Velha - Lamaçães,,,T3,4 ou mais,194 m²,277 m²,2020,B,True,True,True,True,,,True,True,True,Novo,True,True,,,,,,,True,,,,,,,,True,True,,,,,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de Luxo T6 em Braga,15419066,Moradia,430 000 ,1 419 ,Braga (distrito),Braga,Crespos e Pousada,,,,T6,4 ou mais,303 m²,433 m²,2006,A+,True,True,True,,True,,True,True,,Usado,,True,,,,,,,,,True,,,True,True,,,True,,,,,True,True,,,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUINTA COM SOLAR BRASONADO NO MINHO,15417485,Quintas,1 800 000 ,33 ,Braga (distrito),Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),,,,,,653 m²,,,F,,,,,,,,,,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 junto à Universidade do Minho,15417174,Apartamento,149 900 ,1 292 ,Braga (distrito),Braga,Gualtar,Praceta Amândio Ferreira Pinto - Gualtar,,,T2,2,116 m²,142 m²,1998,C,True,True,,True,,,,,True,Renovado,True,,,,,,True,,,,True,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 no coração da cidade de Braga,15417033,Apartamento,109 900 ,931 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Largo da Devesa,,,T3,2,118 m²,134 m²,1988,D,True,True,,True,,,,True,True,Usado,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 no centro da cidade de Braga,15417008,Apartamento,139 500 ,2 583 ,Braga (distrito),Braga,São Victor,Rua de São Domingos - São Vicente,,,T1,1,54 m²,56 m²,2009,B-,True,True,,True,,,,True,True,Usado,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia de luxo como nova,15416611,Moradia,450 000 ,1 286 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",,,,T4,,350 m²,375 m²,,A,,True,True,,,,True,True,,Usado,True,True,True,True,,True,,,,,,,True,True,,,True,,True,,,,True,True,True,,,True,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Apartamento T3 Ferreiros - Cobertura,14813650,Apartamento,229 200 ,1 581 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Rua Doutor Manuel de Almeida Passos - Ferreiros,,,T3,2,145 m²,270 m²,2001,,,True,,,True,,True,,,Usado,True,,,,não,,True,,,,True,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenida Liberdade Braga T1+1 - Oportunidade exclusiva,15414967,Apartamento,103 000 ,1 561 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,T1,1,66 m²,,,E,,,,,,True,,True,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excelente apartamento T3 em São Victor, Braga",15350705,Apartamento,120 000 ,1 198 ,Braga (distrito),Braga,São Victor,,,,T3,2,"100,20 m²","117,10 m²",1989,D,,,,True,True,,,,True,Usado,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia Individual T3 em Esporões / Lomar,15408525,Moradia,373 950 ,997 ,Braga (distrito),Braga,Esporões,Rua Nossa Senhora da Caridade,,,T3,3,375 m²,590 m²,2000,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vende-se Apartamento T3, Ferreiros - Braga",15289845,Apartamento,190 000 ,1 357 ,Braga (distrito),Braga,Ferreiros e Gondizalves,,,,T3,3,140 m²,177 m²,,B,,,,,,,,,,Novo,,,,True,não,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se T3 Renovado C. Histórico Braga,15398839,Apartamento,239 500 ,1 497 ,Braga (distrito),Braga,São Vicente,,,,T3,3,160 m²,192 m²,1985,C,,,,,True,,True,True,,Renovado,,,,,não,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Moradia Nova -Braga ao Continente,15393542,Moradia,295 000 ,1 521 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",,,,T3,3,194 m²,291 m²,2020,B,,,True,,,,True,True,,Novo,,,True,True,não,True,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 Nova - Vilaça,15385853,Moradia,210 000 ,847 ,Braga (distrito),Braga,Vilaça e Fradelos,,,,T3,3,248 m²,,2020,Isento,,True,True,,,,True,True,,Novo,,,,True,sim,,,,,True,True,,,,,,True,,,,,,True,True,,,,True,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
Apartamento T3: SUÍTE + Garagem + Elevador - CENTRO,15384098,Apartamento,189 000 ,1 322 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Rua da Boavista - Sé,,,T3,2,143 m²,,,Isento,True,True,,,True,,True,True,,Renovado,,,,,,,True,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se T2 Renovado - Braga Centro,15380470,Apartamento,130 000 ,1 182 ,Braga (distrito),Braga,Lomar e Arcos,,,,T2,2,110 m²,125 m²,,C,,,True,,,,True,True,,Renovado,,,,,não,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 - Tenões - c/Rentabilidade - Mobilado e Equipado,15379681,Apartamento,138 000 ,1 917 ,Braga (distrito),Braga,Arentim e Cunha,Rua dos Padres Carmelitas - Tenões,,,T1,1,72 m²,84 m²,2005,D,,True,,,,,,True,,Usado,,,,True,não,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 totalmente remodelado no centro de Braga com terraço,15376950,Apartamento,180 000 ,1 385 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",,,,T3,2,130 m²,,1992,C,,True,,,,,True,,,Renovado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento bem localizado, com 3 frentes e boas áreas",15376937,Apartamento,93 500 ,663 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,,,T3,2,141 m²,,1983,C,,,,,,,,,,Usado,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento totalmente remodelado,15376931,Apartamento,137 500 ,1 250 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,T2,2,110 m²,,,,,True,,,True,,True,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em Braga,15376145,Apartamento,119 000 ,1 082 ,Braga (distrito),Braga,São Vicente,,,,T3,2,110 m²,,,F,,,True,,,,,,,Usado,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual com lote de 1.000,00 m2 em Priscos, Braga",15375795,Moradia,224 000 ,671 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",Rua do Barreiro,,,T3,1,334 m²,334 m²,1975,,,,,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 no centro histórico de Braga,15373651,Apartamento,144 900 ,1 628 ,Braga (distrito),Braga,São Vicente,Rua de São Vicente - São Vicente,,,T3,2,89 m²,98 m²,1984,D,True,,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T2 c/Terraço a 50mts Corte Ingles,100mts Continente",15369030,Apartamento,137 500 ,1 719 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Rua Irmãos de Sousa,,,T2,1,80 m²,95 m²,2000,E,,,,True,,,,,,Usado,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vende-se Moradia Individual Nogueira - c/Piscina,15368188,Moradia,559 900 ,1 555 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Rua Doutor Arnaldo Leite Machado,,,T5,4 ou mais,360 m²,576 m²,2000,C,,True,,True,True,,True,True,True,Usado,,,,True,não,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradias T3 Banda/ Gaveto, Vistas Excelentes sobre a cidade, Gualtar",15253502,Moradia,240 000 ,960 ,Braga (distrito),Braga,Gualtar,,,,T3,,250 m²,,2020,A+,,,True,True,,,,,,,,,,True,não,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 com 123 m2 em S. Vitor, Braga!",15357780,Apartamento,159 900 ,1 441 ,Braga (distrito),Braga,São Victor,,,,T2,2,111 m²,123 m²,2009,C,,,True,,,,,True,,Usado,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 em S. Vitor - Braga,15354662,Apartamento,134 000 ,1 063 ,Braga (distrito),Braga,São Victor,,,,T3,2,126 m²,166 m²,1998,E,,True,True,,,,,True,,Usado,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento contemporâneo de 2 quartos à venda no distrito francês do,15353400,Apartamento,452 020 ,6 457 ,Braga (distrito),Braga,Morreira e Trandeiras,,,,T2,2,70 m²,70 m²,,,,,,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venda Apartamento T3 em Gualtar, Braga",15351936,Apartamento,142 500 ,1 284 ,Braga (distrito),Braga,Gualtar,,,,T3,,111 m²,131 m²,,C,,,,,,,,,True,Usado,,,,True,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 C/ 3 Frentes em Real Braga,15350896,Moradia,199 900 ,1 176 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,T4,4 ou mais,170 m²,291 m²,2007,B-,True,True,True,True,True,,True,True,,Usado,,True,,,,True,,,,,True,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3 na Avenida da Liberdade em Braga,15350557,Apartamento,310 000 ,2 279 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),,,,T3,2,136 m²,153 m²,1971,C,,True,,,,,,,,Renovado,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Três moradias, para reconstrução em Tibães, Braga",15350558,Moradia,129 900 ,407 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",,,,T7,,319 m²,467 m²,1937,E,,,True,,,,,,,Usado,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnifica Moradia t3 de Gaveto,15350221,Moradia,247 500 ,907 ,Braga (distrito),Braga,Merelim (São Pedro) e Frossos,,,,T3,3,273 m²,300 m²,,,,,True,,,,,,,Novo,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinta da Casa da Granja, Solar Brasonado em Braga",15346226,Quintas,1 800 000 ,33 ,Braga (distrito),Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),,,,T5,,653 m²,55 000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
