Nome,Id,Tipo de imóvel,Preço,Preço m/2,Distrito,Concelho,Freguesia,Rua,Latitude,Longitude,Tipologia,Nº Casas de Banho,Área útil m/2,Área bruta m/2,Ano construção,Certificado energético,Armário,Cozinha equipada,Garagem box,Gás canalizado,Lareira,Marquise,Suite,Varanda,Vista de cidade,Condição,Despensa,Arrecadação,Porta blindada,Video Porteiro,Empreendimento,Ar condicionado,Elevador,Estores elétricos,Fibra ótica,Pré-instalação de ar condicionado,Terraço,Área de terreno m/2,Churrasco,Árvores de fruto,Sotão,Cave,Jardim,Aquecimento central,Caldeira,Acessibilidade a pessoas com mobilidade condicionada,Box 2 carros,Detetor de gás,Painéis solares,Recuperação de calor,Vista de campo/serra,Box 1 carro,Portaria,Estacionamento,Piso radiante,Som ambiente,Aspiração central,Finalidade,Tipo de terreno,Acesso pavimentado,Asfaltado,Iluminação pública,Zona arborizada,Declive,Ruína,Alarme,Furo de água,Domótica,Casa das máquinas,Condomínio Fechado,Parque infantil,Piscina,Piscina Privada,Termoacumulador,Garagem exterior,Mobilado,Hidromassagem/jacuzzi,Quintal/horta,Ginásio,Kitchenette,Vigilância/segurança,Campo de ténis,Segurança 24 horas,Vedação,Parqueamento (1 carro),Ligação a rede de água,Ligação a rede de saneamento,Ligação a rede elétrica,Animais permitidos,Parqueamento (2 carros),Cofre,Vista de rio,Nº divisões,Tipo,Pisos,Com WC,Montra,Anexo habitacional,Detetor de incêndio,Detetor de Inundução,Vista de cidade,Área (m/2),Vista de mar,Jacuzzi,Património classificado,Adaptada a mobilidade reduzida,Com cozinha,Imóvel de banca,Vista de lago,Fossa séptica,Licensa de construção,Acesso a veículos pesados,Área administrativa,Copa,Recepção,Refeitório,Sala de reuniões,Área florestal,Hidromassagem,Percurso de água,Armazém,Vista de Serra,Adaptado a mobilidade reduzida,Terra batida,Video vigilância,Espaço frigorífico,Espaço para arrumação,Casa de banho partilhada,Poço,Sótão,Paisagem protegida
"Moradia T4 em Fraião, Braga",15318844,Moradia,324 000 ,1 117 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Rua das Bretas - Fraião,,,T4,4 ou mais,290 m²,158 m²,2016,,,True,True,,,,,,,,,,,,não,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 em Braga, S. Vítor",15275169,Apartamento,145 000 ,1 368 ,Braga (distrito),Braga,São Victor,Praça São José - São Victor,,,T3,2,106 m²,128 m²,1987,,,True,,,,,,,,,,,,,não,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 em Maximinos, Braga",15381554,Apartamento,78 000 ,918 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Rua Cónego Doutor António José Ribeiro,,,T2,1,85 m²,110 m²,1988,,,True,True,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia T3 Nova em Lamaçães, Braga",15381496,Moradia,297 500 ,1 534 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Rua do Moinho,,,T3,4 ou mais,194 m²,277 m²,2020,B,True,True,,True,,,True,True,True,,True,,,,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Cobertura Novo,15381374,Apartamento,387 000 ,2 048 ,Braga (distrito),Braga,São Vicente,Rua de São Barnabé - São Vicente,,,T3,2,189 m²,149 m²,2019,A,True,True,,,,,,,True,Novo,,,True,True,,,True,,,,True,,,,,,,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno para construção c/440 m2 na Morreira, Braga",15378247,Terreno,50 000 ,114 ,Braga (distrito),Braga,Morreira e Trandeiras,Travessa do Palácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terreno em Aveleda com 2050 m2,15378147,Terreno,99 000 ,48 ,Braga (distrito),Braga,"Celeirós, Aveleda e Vimieiro",Rua do Cornido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno P/Construção em Parada de Tibães, Braga!",15378102,Terreno,54 900 ,143 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",Rua da Casa Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terreno P/Construção Moradia Geminada em Parada de Tibães, Braga",15377974,Terreno,54 900 ,159 ,Braga (distrito),Braga,"Merelim (São Paio), Panoias e Parada de Tibães",Rua da Casa Nova,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia de Gaveto em Dume , Braga",15377596,Moradia,249 900 ,1 336 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Largo de Sobremoure - Dume,,,T4,3,187 m²,296 m²,2003,D,True,True,True,True,True,,True,True,,Usado,True,True,,,,,,,,,,,,,True,,True,True,True,,,,,,True,,,True,,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual em Penso, Braga",15373936,Moradia,169 000 ,2 113 ,Braga (distrito),Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),,,,T3,1,80 m²,80 m²,1997,,,,,,,,,,,Usado,,True,,,,True,,,,,True,,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T6 com lote de 3000 m2 em Pousada-Braga,15373790,Moradia,430 000 ,1 419 ,Braga (distrito),Braga,Crespos e Pousada,Rua da Escola,,,T6,4 ou mais,303 m²,433 m²,2006,A+,,True,True,,True,,True,,,Usado,True,,,,,True,,,,,True,,,,,,True,True,,,,,True,True,,,,True,True,,True,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 c/ terraço em Gualtar,15373671,Apartamento,149 900 ,1 292 ,Braga (distrito),Braga,Gualtar,Praceta Amândio Ferreira Pinto - Gualtar,,,T2,2,116 m²,142 m²,1998,C,,True,,True,,,,,True,Usado,,,,,,,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Cobertura em São Vitor - Braga,15367697,Apartamento,124 900 ,961 ,Braga (distrito),Braga,São Victor,Rua Engenheiro José Justino de Amorim - São Victor,,,T3,2,130 m²,151 m²,1984,D,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 Cobertura em São Vitor - Braga,15367697,Apartamento,124 900 ,961 ,Braga (distrito),Braga,São Victor,Rua Engenheiro José Justino de Amorim - São Victor,,,T3,2,130 m²,151 m²,1984,D,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 no centro Histórico de Braga,15367745,Apartamento,144 900 ,1 628 ,Braga (distrito),Braga,São Vicente,Rua de São Vicente - São Vicente,,,T3,2,89 m²,98 m²,1984,D,,True,,True,,True,,True,True,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T4 no Centro Histórico de Braga,15367676,Moradia,399 900 ,3 333 ,Braga (distrito),Braga,São Vicente,Praça Mouzinho de Albuquerque - São José de São Lázaro,,,T4,3,120 m²,180 m²,1937,E,True,True,,,,,True,True,True,Usado,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 junto ao colégio Dom Diogo de Sousa em Braga,15367645,Apartamento,139 500 ,2 583 ,Braga (distrito),Braga,São Victor,Rua de São Domingos - São Vicente,,,T1,1,54 m²,56 m²,2009,B-,,True,,True,,,,,True,Usado,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 no centro da cidade de Braga,15367609,Apartamento,109 900 ,931 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Rua da Devesa - São José de São Lázaro,,,T3,2,118 m²,134 m²,1988,D,,True,,True,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2 Renovado, Centro de Braga",15362263,Apartamento,139 000 ,1 986 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Praça do Condestável,,,T2,1,70 m²,70 m²,,,,,,,,,,,,,,,,,não,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2, Nogueiró, Braga",15353047,Apartamento,122 500 ,1 213 ,Braga (distrito),Braga,Nogueiró e Tenões,Rua José Maria Ottony,,,T2,2,101 m²,123 m²,1995,,,,,,True,,,,,,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplo apartamento T3 com sotão perto do centro de Braga,15187049,Apartamento,149 900 ,967 ,Braga (distrito),Braga,São Victor,Rua Faustino Ferrador - São Victor,,,T3,2,155 m²,155 m²,2003,,,True,True,True,True,,,,,,,True,,,não,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T2, como novo, com garagem",15329131,Apartamento,127 500 ,1 342 ,Braga (distrito),Braga,Lomar e Arcos,Rua José Estevão - Lomar,,,T2,1,95 m²,110 m²,1992,,,True,True,,,,,,,,,,,,não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2+1 no centro de Braga,15185292,Apartamento,118 000 ,1 388 ,Braga (distrito),Braga,Braga (São José de São Lázaro e São João do Souto),Praça dos Arsenalistas,,,T3,1,85 m²,85 m²,1985,,,,,True,,,,,,,,,,,não,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASA DE CONSTRUÇÃO EM  1186M2 DE LOGRADOURO.,15168434,Moradia,147 000 ,401 ,Braga (distrito),Braga,Morreira e Trandeiras,Calçada de Vilar,,,T3,1,367 m²,1 186 m²,,F,,,True,,,True,,True,,Usado,True,,,,não,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 no centro histórico de Braga,15417157,Apartamento,149 900 ,1 153 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Rua Irmãos Roby - Maximinos,,,T3,2,130 m²,140 m²,1998,D,True,True,,True,True,,,True,True,Usado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T3 a 10 min de Braga,15423569,Moradia,189 000 ,900 ,Braga (distrito),Braga,Figueiredo,Rua de Fervença,,,T3,3,210 m²,300 m²,2011,,,True,True,True,True,,,,,,,,,True,não,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moradia T2+2 Nova em pleno Centro Histórico de Braga,15370955,Moradia,499 500 ,2 144 ,Braga (distrito),Braga,"Braga (Maximinos, Sé e Cividade)",Rua da Boavista - Sé,,,T4,3,233 m²,233 m²,2019,B-,,True,True,True,,,True,True,True,Novo,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia térrea T3, em Lamaçães, Braga",15430187,Moradia,210 000 ,2 100 ,Braga (distrito),Braga,"Nogueira, Fraião e Lamaçães",Travessa da Vinha,,,T3,2,100 m²,,,,,,,,,,,,,Para recuperar,,,,,não,,,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 de luxo - Real - Braga,15131523,Apartamento,192 500 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,,,T3,3,132 m²,,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,True,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 de luxo - Real - Braga,15131495,Apartamento,175 000 ,1 591 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,,,T2,2,110 m²,,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T1 de luxo - Real - Braga,15131470,Apartamento,110 000 ,1 833 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,,,T1,1,60 m²,,2019,A,,,,True,True,,True,True,True,Em construção,,,True,,,True,True,,True,,,,,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T3 de luxo - Real - Braga,15130571,Apartamento,175 000 ,1 458 ,Braga (distrito),Braga,"Real, Dume e Semelhe",,,,T3,3,120 m²,162 m²,2019,A,,,,True,True,,True,True,True,Em construção,True,,True,,,True,True,,True,,,,True,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T2 de luxo - Real - Braga,15130452,Apartamento,162 500 ,1 548 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua David Mourão Ferreira - Real,,,T2,2,105 m²,134 m²,2019,A,,,,True,True,,True,True,True,Em construção,,True,True,,,True,True,,,,,,True,,,,,,,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2 Totalmente remodelados - Centro de Braga,15429137,Apartamento,167 500 ,1 675 ,Braga (distrito),Braga,São Victor,Rua Martins Sarmento - São Victor,,,T2,2,100 m²,100 m²,,,,,,True,,,True,True,True,Renovado,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lote de Terreno P/construção de Moradia em Nogueiró, Braga!",15385127,Terreno,69 900 ,274 ,Braga (distrito),Braga,Nogueiró e Tenões,Avenida dos Lusíadas - Tenões,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitação,Urbano,True,True,True,,Suave (entre 10º e 20º),,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Apartamento T3 NOVO na Qta. da Naia em Ferreiros, Braga!",14791880,Apartamento,162 900 ,1 358 ,Braga (distrito),Braga,Ferreiros e Gondizalves,Sem Nome,,,T3,2,120 m²,,,B,,True,,,,,True,True,True,Novo,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento T3 de Cobertura em S. Vitor, Braga!",15357445,Apartamento,174 900 ,1 345 ,Braga (distrito),Braga,São Victor,Praça do Bocage,,,T3,2,130 m²,144 m²,1994,D,,True,True,,,,True,True,True,Usado,,,,,não,,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moradia Individual T3+1 c/461 m2 em Lomar, Braga!",15357400,Moradia,650 000 ,2 621 ,Braga (distrito),Braga,Lomar e Arcos,Rua do Monte da Forca - Lomar,,,T4,4 ou mais,248 m²,461 m²,2014,B,,True,True,,,,True,True,True,Usado,,,,,não,,,,,,True,,,,,,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
"Apartamento T2 c/NOVO em S. Vitor, Braga!",15334423,Apartamento,159 900 ,1 538 ,Braga (distrito),Braga,São Victor,Rua Luís Soares Barbosa - São Victor,,,T2,2,104 m²,119 m²,2012,C,,True,,,,,,True,True,Usado,,,,,não,,True,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento T4 Cobertura Junto ao Centro de Braga em Real!,15303560,Apartamento,224 900 ,1 136 ,Braga (distrito),Braga,"Real, Dume e Semelhe",Rua de São Jerónimo - Real,,,T4,3,198 m²,293 m²,2004,C,,True,True,,,,True,True,True,Usado,,,,,não,,True,,,,True,,,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
